music,genre,rating,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
id_8339,"relaxing, meditation, binucalor, greogrean_chant",3,67,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877
id_85000,"ambient, nature, binucalor, chillout, meditation",2,46,0.667,0.0614,4,-23.806,1,0.0465,0.935,0.111,0.1,0.481,79.649
id_90423,"ambient, Isochronic, nature, binucalor, classic",9,45,0.525,0.879,11,-4.927,0,0.0469,0.0582,0.00396,0.123,0.842,118.079
id_16248,"relaxing, ambient, meditation, binucalor",2,36,0.658,0.71,9,-11.493,1,0.065,0.118,0.862,0.0582,0.899,122.666
id_79948,"relaxing, ambient, Isochronic, greogrean_chant, nature, binucalor, chillout",5,31,0.616,0.808,0,-4.505,1,0.0502,0.00124,0.000111,0.688,0.531,119.952
id_56531,"Isochronic, zen, greogrean_chant, nature, chillout, meditation",7,25,0.741,0.789,2,-4.733,1,0.0594,0.183,0.000824,0.162,0.863,95.986
id_22958,"relaxing, ambient, greogrean_chant, nature, binucalor, meditation",5,36,0.441,0.361,9,-13.803,1,0.0717,0.567,0.0751,0.143,0.513,68.024
id_5127,"zen, nature, binucalor, chillout, classic, meditation",8,37,0.574,0.58,5,-10.408,1,0.088,0.824,1.21E-06,0.464,0.816,106.496
id_12411,"relaxing, ambient, zen, greogrean_chant, chillout, classic",7,34,0.729,0.436,4,-10.574,0,0.143,0.897,0,0.345,0.699,111.085
id_20477,"ambient, zen, greogrean_chant, binucalor, classic",9,33,0.799,0.73,0,-6.648,1,0.0414,0.29,9.74E-05,0.975,0.898,120.336
id_25815,"relaxing, Isochronic, zen, nature, binucalor, classic",1,39,0.473,0.281,1,-11.337,1,0.0354,0.97,0.0936,0.11,0.523,119.161
id_28654,"relaxing, ambient, zen, greogrean_chant, chillout",9,38,0.488,0.408,4,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196
id_39447,"relaxing, Isochronic, zen, ambient, nature, binucalor, classic",6,49,0.634,0.779,9,-6.607,1,0.0361,0.0255,0.00103,0.342,0.562,82.003
id_35958,"relaxing, ambient, nature, chillout, classic, meditation",7,36,0.559,0.463,3,-5.693,1,0.0289,0.382,1.12E-05,0.139,0.319,107.89
id_20241,"relaxing, greogrean_chant, nature, binucalor, chillout, classic",2,31,0.63,0.573,0,-4.437,1,0.026,0.562,2.09E-05,0.13,0.443,106.031
id_38010,"relaxing, ambient, zen, Isochronic, greogrean_chant, binucalor, chillout, meditation",5,49,0.385,0.832,7,-4.9,0,0.0891,0.0313,0.000717,0.132,0.673,179.839
id_27878,"ambient, Isochronic, zen, chillout, classic, meditation",9,33,0.671,0.217,3,-11.186,1,0.0587,0.493,0.00893,0.0974,0.411,117.815
id_7952,"relaxing, Isochronic, ambient, binucalor, chillout, meditation",5,30,0.562,0.667,0,-5.106,1,0.0287,0.00534,0,0.0784,0.503,106.965
id_46213,"chillout, Isochronic, zen, relaxing",3,26,0.581,0.95,6,-3.855,1,0.0423,0.00238,0.0665,0.317,0.521,133.071
id_86592,"ambient, Isochronic, nature, chillout, classic",7,35,0.493,0.113,3,-18.731,1,0.0567,0.994,0.952,0.106,0.329,94.024
id_3508,"classic, meditation, binucalor",1,54,0.792,0.495,0,-11.603,1,0.0527,0.239,0.00175,0.074,0.719,118.066
id_93289,"chillout, ambient, binucalor, greogrean_chant",7,18,0.389,0.662,7,-9.655,1,0.0738,0.341,0.137,0.428,0.54,77.732
id_28669,"relaxing, ambient, zen, Isochronic, greogrean_chant, binucalor",1,29,0.669,0.852,7,-5.718,1,0.0549,0.409,0.0235,0.335,0.851,111.028
id_94175,"relaxing, ambient, greogrean_chant, nature, chillout",3,53,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336
id_18997,"relaxing, ambient, Isochronic, nature, classic, meditation",3,28,0.608,0.565,2,-7.807,1,0.0411,0.684,0.00136,0.145,0.775,87.583
id_28446,"relaxing, Isochronic, zen, greogrean_chant, classic, meditation",9,52,0.616,0.434,5,-7.257,0,0.031,0.581,0,0.131,0.404,108.467
id_63835,"relaxing, zen, greogrean_chant, nature, classic",3,37,0.15,0.828,11,-6.575,0,0.0856,0.000347,0.0357,0.734,0.432,75.99
id_33132,"Isochronic, greogrean_chant, binucalor, classic, meditation",3,40,0.509,0.386,7,-8.609,1,0.0881,0.624,1.55E-06,0.133,0.674,134.543
id_92613,"relaxing, ambient, Isochronic, greogrean_chant, binucalor, chillout, meditation",6,56,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189
id_23565,"relaxing, ambient, greogrean_chant, nature, chillout, classic",2,2,0.576,0.32,5,-9.224,1,0.0597,0.795,4.82E-05,0.104,0.891,96.171
id_32960,"ambient, zen, greogrean_chant, nature, chillout, classic, meditation",7,55,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216
id_84998,"relaxing, Isochronic, ambient, greogrean_chant, nature, binucalor, meditation",8,37,0.614,0.769,1,-2.818,0,0.0258,0.347,0,0.176,0.834,110.985
id_65211,"relaxing, Isochronic, zen, ambient, nature, binucalor",8,42,0.256,0.573,0,-12.179,1,0.0408,0.141,0.0279,0.111,0.824,205.057
id_25432,"relaxing, Isochronic, nature, binucalor, chillout, classic, meditation",3,71,0.623,0.633,9,-8.212,1,0.0304,0.336,4.60E-05,0.147,0.895,121.119
id_78016,"nature, binucalor, chillout, classic, meditation",3,43,0.482,0.822,11,-7.153,1,0.0589,0.00344,0.013,0.17,0.562,78.98
id_30935,"chillout, meditation, relaxing, binucalor",5,27,0.458,0.882,2,-5.437,1,0.052,0.00253,0.0236,0.099,0.547,114.672
id_78337,"relaxing, Isochronic, greogrean_chant, nature, binucalor, meditation",8,45,0.599,0.681,1,-4.652,0,0.0341,0.118,0.000107,0.211,0.57,83.961
id_58371,"relaxing, ambient, zen, nature, binucalor, classic",3,44,0.392,0.897,11,-3.835,1,0.0992,0.00161,0.000221,0.0416,0.561,184.053
id_75564,"nature, zen, binucalor, ambient",1,67,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877
id_93797,"relaxing, zen, binucalor, chillout, meditation",3,36,0.596,0.308,1,-17.814,1,0.0495,0.977,0.0106,0.108,0.834,183.398
id_90470,"Isochronic, greogrean_chant, nature, binucalor, chillout",7,31,0.604,0.771,0,-4.656,1,0.0619,0.273,0,0.0599,0.594,124.089
id_29737,"ambient, zen, greogrean_chant, nature, chillout, meditation",7,35,0.578,0.784,9,-8.238,0,0.0367,0.0637,1.01E-05,0.303,0.912,88.559
id_96106,"ambient, Isochronic, binucalor, chillout, classic, meditation",4,24,0.295,0.674,2,-4.567,0,0.038,0.354,5.55E-05,0.171,0.646,184.699
id_84983,"relaxing, zen, nature, binucalor, classic, meditation",1,8,0.561,0.715,5,-5.918,0,0.146,0.437,1.41E-05,0.0896,0.801,116.995
id_83379,"relaxing, greogrean_chant, binucalor, chillout, classic, meditation",6,38,0.695,0.62,9,-8.965,1,0.0459,0.0783,0.00633,0.113,0.558,114.49
id_5663,"ambient, Isochronic, zen, greogrean_chant, nature, binucalor, chillout",2,17,0.423,0.901,11,-4.209,1,0.085,0.251,0.104,0.28,0.863,122.524
id_55061,"Isochronic, greogrean_chant, nature, binucalor, chillout",8,9,0.62,0.828,9,-9.314,1,0.0345,0.051,0.0036,0.135,0.845,108.301
id_29056,"nature, zen, ambient, classic",2,28,0.51,0.683,9,-9.015,1,0.0383,0.19,0,0.311,0.963,121.018
id_29899,"relaxing, Isochronic, ambient, zen, binucalor, chillout, classic",4,59,0.321,0.625,2,-5.219,0,0.0302,0.491,5.08E-05,0.345,0.777,107.338
id_80320,"ambient, zen, greogrean_chant, nature, classic, meditation",2,25,0.563,0.536,2,-13.713,1,0.0771,0.371,0.0443,0.146,0.518,141.413
id_84744,"ambient, zen, Isochronic, binucalor, chillout, classic",5,22,0.687,0.58,7,-10.354,0,0.055,0.628,0.19,0.206,0.964,129.415
id_72963,"relaxing, ambient, zen, nature, binucalor, chillout",5,53,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191
id_237,"relaxing, Isochronic, zen, greogrean_chant, nature, binucalor",7,8,0.815,0.607,7,-6.623,0,0.0284,0.163,0,0.112,0.57,117.36
id_92229,"ambient, zen, binucalor, chillout, classic, meditation",7,46,0.816,0.241,7,-8.839,1,0.0841,0.764,0.000715,0.113,0.286,118.961
id_47221,"relaxing, Isochronic, zen, greogrean_chant, classic",6,30,0.519,0.46,10,-12.998,1,0.0304,0.956,0.962,0.303,0.802,103.835
id_4411,"relaxing, ambient, zen, Isochronic, greogrean_chant, nature, binucalor",2,19,0.668,0.589,7,-6.737,1,0.056,0.635,0,0.147,0.759,146.419
id_7894,"chillout, Isochronic, binucalor, nature",7,30,0.569,0.0171,9,-13.325,0,0.0388,0.958,0.00185,0.173,0.269,136.807
id_82410,"ambient, zen, Isochronic, binucalor, chillout, meditation",2,40,0.789,0.526,9,-12.742,1,0.052,0.0551,0.00286,0.283,0.764,142.727
id_65483,"ambient, zen, greogrean_chant, nature, binucalor, chillout, meditation",9,17,0.533,0.985,9,-2.693,1,0.0793,0.00592,0.000301,0.342,0.603,114.978
id_70388,"relaxing, ambient, greogrean_chant, binucalor, classic, meditation",7,30,0.47,0.401,5,-12.476,1,0.0355,0.297,0.00594,0.174,0.407,188.037
id_91976,"Isochronic, zen, ambient, nature, classic, meditation",3,12,0.742,0.775,2,-4.581,0,0.105,0.347,4.32E-05,0.345,0.679,89.899
id_26027,"ambient, greogrean_chant, nature, chillout, meditation",2,50,0.84,0.412,1,-14.23,1,0.056,0.0217,0.784,0.041,0.963,122.807
id_79284,"ambient, binucalor, chillout, classic, meditation",8,48,0.642,0.708,9,-13.402,1,0.0543,0.0346,0.0103,0.0844,0.775,108.143
id_11830,"relaxing, Isochronic, nature, binucalor, classic, meditation",8,48,0.584,0.35,2,-13.942,1,0.0471,0.228,0.0719,0.0944,0.498,140.652
id_10653,"relaxing, Isochronic, greogrean_chant, nature, binucalor, chillout, meditation",1,38,0.724,0.56,10,-7.429,0,0.0375,0.085,0,0.153,0.373,74.984
id_57185,"relaxing, ambient, zen, Isochronic, nature, classic",2,27,0.468,0.752,9,-12.971,1,0.0865,0.00243,0.00101,0.0868,0.702,134.26
id_48907,"Isochronic, zen, ambient, greogrean_chant, chillout, meditation",1,41,0.386,0.475,0,-8.254,0,0.0265,0.843,0.000106,0.355,0.391,106.538
id_39416,"meditation, Isochronic, zen, binucalor",7,29,0.418,0.387,5,-11.79,0,0.0634,0.216,0.0127,0.142,0.361,202.033
id_45336,"chillout, ambient, meditation, greogrean_chant",1,27,0.638,0.223,11,-10.174,0,0.0329,0.858,1.61E-05,0.0705,0.335,73.016
id_60799,"relaxing, meditation, chillout, greogrean_chant",5,37,0.635,0.615,6,-5.826,0,0.0332,0.576,0.00167,0.224,0.429,97.978
id_82778,"relaxing, Isochronic, zen, greogrean_chant, nature, meditation",9,36,0.628,0.576,11,-4.694,0,0.0565,0.212,4.47E-05,0.315,0.693,92.01
id_93162,"relaxing, Isochronic, zen, classic, meditation",2,27,0.583,0.469,5,-6.077,1,0.0305,0.746,0.00322,0.11,0.357,86.472
id_35936,"relaxing, Isochronic, greogrean_chant, nature, binucalor, classic",5,16,0.584,0.906,7,-8.69,1,0.597,0.769,0.447,0.101,0.799,79.633
id_64411,"ambient, zen, greogrean_chant, nature, binucalor, classic, meditation",3,36,0.311,0.466,10,-8.163,1,0.0367,0.0171,0.00023,0.738,0.233,158.661
id_15535,"relaxing, ambient, zen, greogrean_chant, classic, meditation",2,51,0.57,0.241,4,-12.138,1,0.0473,0.948,0.0224,0.111,0.543,115.352
id_76915,"ambient, zen, Isochronic, chillout, meditation",5,49,0.519,0.779,4,-9.159,1,0.0648,0.573,8.13E-05,0.286,0.888,113.487
id_74531,"ambient, zen, greogrean_chant, binucalor, classic",5,31,0.398,0.494,10,-8.487,1,0.0469,0.993,0.792,0.211,0.582,140.235
id_74432,"Isochronic, zen, greogrean_chant, nature, binucalor, classic, meditation",4,48,0.626,0.307,9,-14.645,1,0.0836,0.689,0.00663,0.0843,0.62,173.652
id_47546,"ambient, Isochronic, nature, binucalor, chillout, classic, meditation",5,41,0.604,0.743,5,-6.442,0,0.0349,0.0971,0.000131,0.0604,0.823,99.37
id_39023,"ambient, nature, meditation, classic",7,33,0.441,0.9,8,-4.03,1,0.095,0.0109,0.462,0.253,0.465,119.141
id_80829,"Isochronic, zen, binucalor, chillout, classic",3,33,0.679,0.228,10,-14.992,1,0.0421,0.993,0.0363,0.164,0.491,82.516
id_66280,"ambient, zen, binucalor, chillout, classic",4,39,0.802,0.455,5,-11.673,1,0.0537,0.803,0.585,0.0607,0.932,122.853
id_47583,"Isochronic, greogrean_chant, nature, binucalor, chillout, meditation",5,51,0.644,0.53,4,-8.296,0,0.0884,0.787,0.0303,0.259,0.678,99.733
id_53782,"relaxing, ambient, zen, nature, binucalor, chillout, classic",9,27,0.458,0.481,0,-6.703,1,0.0571,0.814,9.52E-06,0.0458,0.636,165.041
id_41248,"relaxing, Isochronic, greogrean_chant, nature, chillout, meditation",5,15,0.471,0.687,7,-7.16,0,0.0359,0.136,0.00661,0.194,0.621,93.288
id_77647,"ambient, zen, greogrean_chant, binucalor, classic, meditation",6,15,0.689,0.494,3,-17.853,0,0.0631,0.159,0.046,0.0935,0.771,111.334
id_24944,"Isochronic, greogrean_chant, nature, binucalor, meditation",6,33,0.509,0.487,2,-7.478,0,0.0272,0.0641,0.000474,0.0886,0.512,146.202
id_72022,"relaxing, Isochronic, binucalor, chillout, classic, meditation",2,31,0.491,0.648,0,-5.17,1,0.0344,0.443,2.87E-05,0.0937,0.153,127.973
id_83512,"chillout, nature, greogrean_chant, Isochronic",7,23,0.749,0.383,9,-9.351,1,0.164,0.989,6.69E-06,0.286,0.722,100.449
id_21686,"Isochronic, zen, ambient, nature, binucalor, chillout, meditation",3,47,0.693,0.496,2,-11.323,1,0.0455,0.0763,0.00158,0.157,0.554,121.618
id_75156,"relaxing, Isochronic, zen, greogrean_chant, chillout, classic, meditation",4,31,0.662,0.846,7,-6.685,1,0.057,0.0398,0.00883,0.099,0.762,92.006
id_54921,"ambient, Isochronic, greogrean_chant, nature, classic, meditation",5,51,0.698,0.736,2,-5.525,1,0.0481,0.0664,2.16E-05,0.119,0.822,127.979
id_98271,"Isochronic, zen, ambient, nature, binucalor, meditation",2,32,0.546,0.311,9,-11.552,0,0.0368,0.862,0.797,0.197,0.663,98.778
id_61782,"ambient, Isochronic, nature, binucalor, chillout",6,37,0.516,0.401,8,-8.017,1,0.0284,0.388,1.17E-05,0.0903,0.274,95.909
id_53900,"greogrean_chant, nature, binucalor, chillout, classic",6,24,0.344,0.523,7,-7.418,1,0.0314,0.0792,0.16,0.12,0.183,87.121
id_18441,"relaxing, Isochronic, zen, greogrean_chant, nature, chillout, classic, meditation",3,45,0.349,0.827,7,-6.915,1,0.0473,0.0431,0.0048,0.217,0.854,96.186
id_63105,"greogrean_chant, nature, binucalor, chillout, meditation",7,34,0.396,0.463,9,-5.554,1,0.0282,0.374,0,0.339,0.442,167.32
id_43398,"Isochronic, zen, nature, binucalor, classic, meditation",7,49,0.433,0.7,11,-8.197,1,0.163,0.843,0.324,0.102,0.8,80.623
id_84945,"Isochronic, nature, binucalor, classic, meditation",7,28,0.853,0.365,5,-15.208,0,0.0517,0.178,0.011,0.143,0.849,130.381
id_57551,"relaxing, ambient, greogrean_chant, binucalor, chillout, classic",9,28,0.571,0.66,2,-8.365,1,0.0494,0.683,3.14E-05,0.0566,0.876,138.958
id_74502,"ambient, greogrean_chant, nature, binucalor, chillout, classic",6,5,0.464,0.941,0,-3.885,1,0.036,0.488,0.000203,0.879,0.782,138.645
id_45951,"relaxing, ambient, zen, nature, chillout, meditation",8,56,0.277,0.479,5,-8.483,0,0.0495,0.585,0.0224,0.16,0.483,53.905
id_19624,"ambient, zen, greogrean_chant, nature, chillout, classic",6,33,0.617,0.57,6,-6.823,0,0.105,0.761,1.32E-05,0.109,0.64,145.035
id_86999,"Isochronic, ambient, greogrean_chant, binucalor, chillout, meditation",2,23,0.431,0.572,5,-7.045,1,0.0362,0.0571,0.0261,0.102,0.569,187.859
id_87296,"Isochronic, zen, greogrean_chant, chillout, classic",2,33,0.426,0.791,3,-6.888,1,0.0543,0.356,2.85E-06,0.373,0.592,137.365
id_37084,"relaxing, Isochronic, ambient, greogrean_chant, chillout",3,38,0.616,0.908,10,-6.867,0,0.0551,0.00194,0.00235,0.0345,0.808,92.984
id_58053,"relaxing, zen, greogrean_chant, chillout, classic, meditation",9,49,0.392,0.519,2,-7.438,0,0.031,0.526,0.000502,0.283,0.403,174.22
id_8227,"Isochronic, zen, nature, binucalor, chillout, classic",7,24,0.301,0.416,10,-16.015,1,0.0348,0.0296,0,0.329,0.517,89.081
id_93391,"relaxing, binucalor, chillout, classic, meditation",6,41,0.514,0.726,2,-12.841,1,0.0576,0.0595,0.000119,0.188,0.881,122.365
id_7251,"relaxing, ambient, zen, greogrean_chant, binucalor, meditation",5,29,0.441,0.49,5,-11.249,1,0.0447,0.642,0.000456,0.417,0.556,107.735
id_10941,"relaxing, ambient, zen, nature, classic",2,1,0.668,0.133,0,-15.12,1,0.0689,0.986,0.0899,0.12,0.773,92.243
id_62163,"relaxing, zen, greogrean_chant, classic, meditation",8,30,0.395,0.787,0,-5.433,1,0.157,0.684,0.137,0.175,0.515,174.626
id_96510,"relaxing, Isochronic, zen, nature, chillout, classic",7,28,0.409,0.292,7,-8.748,1,0.0325,0.925,2.22E-05,0.106,0.215,110.993
id_80481,"chillout, Isochronic, zen, binucalor",9,14,0.687,0.718,0,-3.796,1,0.0289,0.251,4.47E-05,0.202,0.777,111.142
id_94595,"relaxing, Isochronic, ambient, zen, greogrean_chant, nature, classic",8,33,0.465,0.566,0,-9.161,0,0.0935,0.736,0.00479,0.218,0.632,177.28
id_82860,"relaxing, zen, chillout, classic, meditation",7,40,0.629,0.648,8,-14.063,1,0.0382,0.0203,0.0356,0.299,0.691,104.014
id_62130,"Isochronic, zen, ambient, greogrean_chant, binucalor, classic",4,15,0.328,0.757,11,-6.198,0,0.192,0.515,0.848,0.0827,0.643,170.571
id_10678,"relaxing, ambient, greogrean_chant, binucalor, chillout, classic, meditation",2,33,0.632,0.765,7,-4.577,1,0.0331,0.315,0.000246,0.244,0.95,99.617
id_55391,"zen, greogrean_chant, nature, chillout, classic",7,22,0.647,0.533,7,-10.563,0,0.0505,0.397,0.00609,0.149,0.398,84.997
id_75162,"relaxing, Isochronic, zen, nature, binucalor, classic",1,53,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225
id_49321,"relaxing, ambient, zen, nature, binucalor, chillout, classic, meditation",5,43,0.221,0.372,10,-15.606,1,0.0446,0.442,0.686,0.339,0.775,199.803
id_23896,"relaxing, ambient, zen, Isochronic, nature, chillout, meditation",8,30,0.61,0.221,6,-13.947,0,0.0518,0.977,0.224,0.114,0.617,98.818
id_12570,"ambient, zen, Isochronic, greogrean_chant, binucalor, chillout",7,42,0.502,0.659,2,-7.473,1,0.0416,0.701,0.000225,0.115,0.841,101.382
id_61995,"relaxing, Isochronic, greogrean_chant, nature, chillout, classic, meditation",7,32,0.575,0.17,5,-16.196,1,0.0535,0.901,0.0306,0.179,0.37,77.048
id_39745,"Isochronic, greogrean_chant, binucalor, chillout, classic, meditation",7,39,0.665,0.47,2,-8.498,1,0.0376,0.444,0.00879,0.116,0.581,87.97
id_51636,"relaxing, ambient, Isochronic, greogrean_chant, nature, binucalor, meditation",1,44,0.195,0.941,11,-3.412,0,0.128,0.0486,0.00654,0.706,0.321,177.504
id_45739,"relaxing, Isochronic, zen, greogrean_chant, nature, chillout",7,36,0.525,0.586,5,-9.888,1,0.0441,0.456,0,0.226,0.583,96.835
id_86285,"relaxing, Isochronic, greogrean_chant, nature, chillout, classic",3,25,0.305,0.59,0,-6.402,1,0.0497,0.319,5.56E-06,0.0876,0.36,69.98
id_40172,"ambient, meditation, zen, Isochronic",1,30,0.581,0.752,2,-9.183,1,0.065,0.081,0.304,0.93,0.627,111.91
id_7105,"Isochronic, nature, binucalor, chillout, classic",6,58,0.56,0.241,4,-15.385,0,0.0314,0.593,0.195,0.122,0.341,79.537
id_69646,"Isochronic, zen, ambient, greogrean_chant, nature, classic, meditation",3,36,0.383,0.828,0,-6.322,1,0.0359,0.033,3.05E-05,0.35,0.845,135.067
id_49493,"relaxing, nature, chillout, classic, meditation",1,41,0.581,0.333,0,-14.209,1,0.032,0.944,0.472,0.332,0.488,94.197
id_14182,"Isochronic, zen, ambient, greogrean_chant, chillout",9,55,0.872,0.384,0,-16.204,1,0.0388,0.418,0.317,0.0687,0.938,102.597
id_47067,"relaxing, ambient, greogrean_chant, chillout, classic",3,21,0.715,0.735,5,-4.693,1,0.0436,0.384,0,0.115,0.842,122.299
id_64589,"relaxing, Isochronic, zen, ambient, greogrean_chant, nature",5,20,0.469,0.601,0,-10.252,1,0.15,0.23,0,0.151,0.16,139.771
id_94200,"ambient, Isochronic, binucalor, chillout, classic, meditation",6,10,0.303,0.648,0,-6.795,1,0.0512,0.642,0.053,0.407,0.644,170.379
id_44954,"relaxing, Isochronic, zen, nature, binucalor, chillout",1,59,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9
id_72958,"relaxing, greogrean_chant, binucalor, classic, meditation",9,48,0.579,0.456,0,-7.284,1,0.514,0.358,0,0.0922,0.569,71.022
id_17560,"relaxing, ambient, greogrean_chant, binucalor, chillout, classic, meditation",7,60,0.772,0.451,0,-12.242,1,0.0551,0.501,0.7,0.213,0.558,96.086
id_76028,"ambient, zen, Isochronic, greogrean_chant, binucalor",1,23,0.623,0.87,11,-6.211,1,0.055,0.0715,0.00902,0.179,0.853,146.174
id_10968,"relaxing, Isochronic, greogrean_chant, nature, binucalor, classic",8,21,0.698,0.938,1,-4.724,1,0.0867,0.346,0,0.465,0.54,111.034
id_68682,"Isochronic, greogrean_chant, binucalor, chillout, classic",8,25,0.659,0.782,10,-6.135,1,0.0278,0.0136,0,0.105,0.879,117.14
id_40494,"relaxing, ambient, zen, Isochronic, chillout",3,5,0.49,0.485,2,-8.14,1,0.132,0.733,0.0188,0.0867,0.523,185.73
id_72574,"ambient, Isochronic, binucalor, chillout, classic",5,30,0.489,0.398,0,-13.006,1,0.0479,0.461,0.208,0.126,0.621,180.528
id_33334,"relaxing, Isochronic, zen, binucalor, chillout, meditation",7,29,0.523,0.462,10,-11.471,1,0.073,0.887,0.118,0.68,0.961,173.331
id_39520,"chillout, ambient, zen, binucalor",2,5,0.694,0.216,1,-17.952,1,0.0657,0.0126,0.0791,0.29,0.545,171.27
id_85630,"relaxing, ambient, zen, greogrean_chant, nature, meditation",2,36,0.672,0.534,4,-7.535,1,0.0297,0.699,0.325,0.107,0.746,149.772
id_21006,"relaxing, ambient, zen, Isochronic, binucalor, classic",3,36,0.475,0.157,10,-19.063,1,0.0567,0.976,0.0348,0.0776,0.519,169.224
id_86567,"relaxing, Isochronic, ambient, greogrean_chant, nature, chillout, classic",5,37,0.601,0.302,1,-8.44,0,0.0341,0.905,0.000585,0.108,0.153,85.041
id_56653,"ambient, zen, greogrean_chant, chillout, meditation",7,37,0.774,0.11,0,-18.928,1,0.16,0.869,9.27E-05,0.104,0.383,111.887
id_90869,"Isochronic, zen, ambient, nature, binucalor, chillout, meditation",1,56,0.735,0.836,2,-7.467,1,0.0451,0.353,0.0143,0.342,0.781,121.251
id_53316,"nature, binucalor, greogrean_chant, Isochronic",8,25,0.467,0.965,7,-7.451,1,0.105,0.0189,0.198,0.979,0.441,106.17
id_54031,"relaxing, Isochronic, zen, greogrean_chant, binucalor, meditation",8,25,0.608,0.369,1,-12.765,0,0.0465,0.723,4.96E-06,0.325,0.516,115.733
id_96937,"Isochronic, ambient, greogrean_chant, binucalor, chillout, classic",2,40,0.699,0.392,11,-9.618,1,0.0334,0.502,0.000344,0.133,0.289,134.855
